16|governance.approval.plan|{"caller_principal": "agent_demo@org:eaasp-mvp", "decision": "allow", "decision_id": "gd_approval_6c4d03bffad94683_plan", "evidence_refs": ["anchor-plan-1"], "hook_id": "h_scada_setpoint", "reason": "|1785123496
17|governance.approval.check|{"caller_principal": "agent_demo@org:eaasp-mvp", "decision": "allow", "decision_id": "gd_approval_6c4d03bffad94683_check", "evidence_refs": [], "hook_id": "h_scada_setpoint", "reason": "check:ok (L3 O|1785123496
18|governance.approval.draft|{"caller_principal": "agent_demo@org:eaasp-mvp", "decision": "allow", "decision_id": "gd_approval_6c4d03bffad94683_draft", "evidence_refs": ["doc-draft-42"], "hook_id": "h_scada_setpoint", "reason": "|1785123496
19|governance.approval.approve|{"caller_principal": "agent_demo@org:eaasp-mvp", "decision": "approve", "decision_id": "gd_approval_6c4d03bffad94683_approve", "evidence_refs": ["doc-draft-42", "anchor-plan-1", "human-approval-2026-0|1785123496
20|governance.approval.execute|{"caller_principal": "agent_demo@org:eaasp-mvp", "decision": "allow", "decision_id": "gd_approval_6c4d03bffad94683_execute", "evidence_refs": ["anchor-plan-1", "human-approval-2026-07-27"], "hook_id":|1785123496
